id_route,type_route,distance,id_noeud1,id_noeud2
13582,b'D\xe9partementale',13.7,11336,11846
13583,b'D\xe9partementale',13.399999999999999,11336,12035
13587,b'D\xe9partementale',0.4,11341,11357
13588,b'D\xe9partementale',16.7,11341,11579
13594,b'D\xe9partementale',1.4,11348,11427
13595,b'D\xe9partementale',1.5,11349,11408
13596,b'D\xe9partementale',0.4,11349,11367
13599,b'D\xe9partementale',7.2,11352,11658
13604,b'D\xe9partementale',4.6,11357,11488
13605,Nationale,10.100000000000001,11357,11882
13607,b'D\xe9partementale',18.199999999999996,11396,11626
13610,b'D\xe9partementale',1.9,11362,11436
13611,b'D\xe9partementale',6.1,11362,11457
13613,b'D\xe9partementale',1.2,11364,11424
13616,b'D\xe9partementale',2.0,11367,11454
13621,b'D\xe9partementale',3.0,11372,11461
13622,Nationale,0.8,11372,11405
13625,Nationale,2.0,11375,11407
13626,b'D\xe9partementale',9.700000000000001,11375,11832
13632,b'D\xe9partementale',1.7,11381,11411
13633,b'D\xe9partementale',10.6,11381,11986
13639,b'D\xe9partementale',0.7,11387,11397
13640,Autoroute,2.2,11387,11504
13641,b'D\xe9partementale',15.899999999999999,11388,11753
13642,b'D\xe9partementale',33.599999999999994,11388,12878
13649,b'D\xe9partementale',15.299999999999999,11507,11443
13652,Nationale,2.8,11397,11455
13653,b'D\xe9partementale',2.0,11397,11503
13654,b'D\xe9partementale',1.5,11398,11425
13655,Sans objet,1.1,11398,11456
13663,Nationale,2.0,11405,11507
13665,Nationale,19.6,11407,11923
13666,Nationale,2.7,11408,11454
13667,b'D\xe9partementale',16.6,11408,11808
13668,Nationale,3.4,11410,11462
13669,Autoroute,28.3,11410,12956
13673,b'D\xe9partementale',11.5,11462,11485
13676,b'D\xe9partementale',9.1,11417,11709
13681,b'D\xe9partementale',0.9,11422,11425
13682,b'D\xe9partementale',2.6,11422,11456
13683,b'D\xe9partementale',1.3,11422,11458
13685,b'D\xe9partementale',0.7,11424,11435
13686,b'D\xe9partementale',13.7,11424,12051
13688,b'D\xe9partementale',0.1,11427,11435
13689,b'D\xe9partementale',16.7,11427,11837
13693,b'D\xe9partementale',0.5,11431,11452
13696,b'D\xe9partementale',4.0,11434,11568
13697,b'D\xe9partementale',1.9,11435,11534
13698,b'D\xe9partementale',6.6,11436,11656
13699,Autoroute,14.9,11436,12197
13705,b'D\xe9partementale',0.1,11442,11443
13706,b'D\xe9partementale',12.8,11442,11661
13707,b'D\xe9partementale',17.3,11443,12347
13709,b'D\xe9partementale',14.1,11445,11519
13717,b'D\xe9partementale',10.7,11452,12016
13719,Nationale,2.3,11454,11554
13720,b'D\xe9partementale',0.5,11455,11470
13721,Nationale,0.7,11455,11471
13722,b'D\xe9partementale',1.6,11456,11483
13723,b'D\xe9partementale',4.1,11457,11594
13724,b'D\xe9partementale',0.6,11458,11491
13727,Nationale,0.5,11461,11471
13728,Nationale,4.0,11461,11507
13729,Nationale,3.4,11461,11613
13730,b'D\xe9partementale',14.799999999999999,11462,12281
13738,b'D\xe9partementale',1.6,11470,11503
13739,b'D\xe9partementale',1.9,11470,11560
13740,b'D\xe9partementale',3.0,11471,11616
13752,b'D\xe9partementale',1.5,11483,11545
13754,b'D\xe9partementale',4.9,11485,11552
13758,b'D\xe9partementale',5.0,11490,11564
13759,b'D\xe9partementale',4.8,11490,11703
13760,Nationale,5.5,11491,11545
13761,Nationale,13.8,11491,11652
13765,b'D\xe9partementale',1.6,11495,11511
13766,b'D\xe9partementale',10.7,11495,11860
13774,b'D\xe9partementale',0.3,11503,11504
13775,b'D\xe9partementale',1.3,11503,11560
13776,Autoroute,10.7,11504,11968
13777,b'D\xe9partementale',14.7,11504,11758
13781,Nationale,2.4,11507,11605
13784,b'D\xe9partementale',9.7,11511,12006
13790,b'D\xe9partementale',8.7,11517,11840
13791,b'D\xe9partementale',8.6,11517,11639
13793,b'D\xe9partementale',7.3,11519,11833
13800,b'D\xe9partementale',1.9,11526,11541
13801,b'D\xe9partementale',0.6,11526,11559
13809,b'D\xe9partementale',2.0,11534,11591
13810,b'D\xe9partementale',11.600000000000001,11534,12205
13817,b'D\xe9partementale',0.1,11541,11543
13818,b'D\xe9partementale',1.7,11541,11600
13820,Sans objet,2.3,11543,11648
13822,Nationale,15.5,11545,11787
13823,b'D\xe9partementale',10.2,11545,12049
13826,b'D\xe9partementale',1.4000000000000001,11548,11559
13827,b'D\xe9partementale',1.3,11548,11609
13831,b'D\xe9partementale',1.3,11552,11561
13832,Nationale,1.1,11552,11585
13833,b'D\xe9partementale',1.1,11553,11561
13834,b'D\xe9partementale',15.0,11553,11822
13835,Nationale,5.5,11554,11836
13836,b'D\xe9partementale',21.4,11555,12334
13837,Nationale,9.7,11555,11912
13839,b'D\xe9partementale',10.7,11557,12117
13840,b'D\xe9partementale',6.3,11557,11755
13842,b'D\xe9partementale',0.9,11559,11589
13843,Nationale,17.5,11560,12289
13844,Nationale,2.6,11560,11616
13845,Sans objet,1.4,11561,11620
13848,b'D\xe9partementale',2.4,11564,11576
13849,b'D\xe9partementale',7.3999999999999995,11564,11703
13853,b'D\xe9partementale',16.9,11568,12329
13855,b'D\xe9partementale',0.3,11570,11579
13856,b'D\xe9partementale',22.9,11570,12142
13862,b'D\xe9partementale',8.600000000000001,11576,11978
13866,b'D\xe9partementale',18.4,11579,12506
13871,b'D\xe9partementale',15.8,11585,12355
13872,Nationale,13.0,11585,12103
13873,b'D\xe9partementale',15.0,11586,12086
13874,b'D\xe9partementale',11.600000000000001,11586,12174
13877,Sans objet,0.3,11589,11600
13878,Sans objet,1.9,11589,11609
13880,Autoroute,10.7,11591,12140
13883,b'D\xe9partementale',3.1,11594,11721
13885,b'D\xe9partementale',3.8,11596,11642
13886,b'D\xe9partementale',3.7,11596,11689
13890,Sans objet,0.4,11600,11612
13895,Nationale,1.5,11605,11613
13896,b'D\xe9partementale',21.0,11605,12347
13899,b'D\xe9partementale',11.100000000000001,11608,12018
13900,Nationale,0.3,11609,11611
13901,Nationale,2.2,11609,11690
13903,Nationale,4.9,11611,11646
13904,b'D\xe9partementale',3.7,11611,11660
13905,b'D\xe9partementale',0.3,11612,11627
13906,Sans objet,1.8,11612,11648
13907,Nationale,1.9000000000000001,11613,11616
13908,b'D\xe9partementale',6.1000000000000005,11613,11968
13911,b'D\xe9partementale',19.299999999999997,11616,12634
13914,Nationale,5.6,11619,11622
13915,b'D\xe9partementale',5.7,11619,11739
13916,Nationale,11.0,11619,12238
13917,b'D\xe9partementale',17.5,11620,12219
13918,b'D\xe9partementale',14.900000000000002,11620,12434
13920,Nationale,9.4,11622,11796
13921,b'D\xe9partementale',12.8,11622,12230
13922,b'D\xe9partementale',0.1,11623,11626
13923,b'D\xe9partementale',3.3,11623,11729
13925,b'D\xe9partementale',7.199999999999999,11625,11771
13926,b'D\xe9partementale',3.8,11625,11815
13927,b'D\xe9partementale',10.8,11626,12215
13928,b'D\xe9partementale',1.4,11627,11690
13929,b'D\xe9partementale',1.8,11627,11711
13931,b'D\xe9partementale',9.6,11629,12146
13932,b'D\xe9partementale',9.6,11629,11739
13939,b'D\xe9partementale',12.7,11819,11659
13943,b'D\xe9partementale',1.8,11639,11658
13944,Autoroute,8.1,11639,11949
13947,b'D\xe9partementale',9.2,11642,11658
13948,b'D\xe9partementale',13.3,11642,12261
13952,Nationale,0.5,11646,11657
13953,Sans objet,1.0,11646,11660
13955,Sans objet,1.0,11648,11672
13959,Nationale,1.2,11652,11680
13960,b'D\xe9partementale',17.999999999999996,11652,12049
13964,b'D\xe9partementale',0.6,11656,11691
13965,Autoroute,12.399999999999999,11657,12143
13966,b'D\xe9partementale',4.9,11658,11857
13968,b'D\xe9partementale',1.2,11659,11683
13969,b'D\xe9partementale',13.3,11660,12165
13970,b'D\xe9partementale',0.1,11661,11662
13971,b'D\xe9partementale',14.2,11662,11817
13972,b'D\xe9partementale',12.2,11662,12354
13977,b'D\xe9partementale',8.4,11668,11998
13978,b'D\xe9partementale',12.1,11668,12143
13981,b'D\xe9partementale',3.0,11671,11839
13982,b'D\xe9partementale',3.3,11671,11815
13983,Nationale,18.6,11672,12031
13984,Nationale,1.9,11672,11711
13992,Nationale,2.9,11680,11709
13995,b'D\xe9partementale',13.7,11683,12012
13996,Nationale,9.7,11683,12023
13999,b'D\xe9partementale',3.3,11686,11794
14000,Autoroute,13.8,11686,12467
14001,b'D\xe9partementale',17.0,11748,11721
14004,b'D\xe9partementale',1.6,11689,11721
14005,Nationale,1.4,11690,11711
14006,b'D\xe9partementale',24.900000000000002,11690,12982
14007,b'D\xe9partementale',13.900000000000002,11691,12390
14008,b'D\xe9partementale',3.2,11691,11769
14009,b'D\xe9partementale',7.6000000000000005,11691,11822
14021,b'D\xe9partementale',0.7,11703,11749
14025,b'D\xe9partementale',15.6,11819,11802
14028,Nationale,6.4,11709,11770
14030,b'D\xe9partementale',7.5,11711,12111
14037,b'D\xe9partementale',0.6,11718,11740
14038,b'D\xe9partementale',1.1,11718,11795
14041,b'D\xe9partementale',1.4,11721,11810
14042,Sans objet,2.4,11722,11774
14043,b'D\xe9partementale',6.6,11722,12054
14059,b'D\xe9partementale',13.0,11739,12146
14060,b'D\xe9partementale',0.2,11740,11749
14065,b'D\xe9partementale',18.200000000000003,11990,11755
14071,b'D\xe9partementale',5.6000000000000005,11749,12065
14072,b'D\xe9partementale',0.8,11749,11795
14075,b'D\xe9partementale',16.200000000000003,11753,11903
14076,b'D\xe9partementale',13.4,11753,12492
14079,b'D\xe9partementale',17.8,11755,12546
14082,b'D\xe9partementale',0.4,11757,11785
14083,b'D\xe9partementale',25.5,11758,12281
14084,b'D\xe9partementale',10.8,11758,12289
14093,Nationale,5.5,11770,11846
14094,b'D\xe9partementale',3.6,11770,11869
14095,b'D\xe9partementale',1.7,11771,11830
14096,b'D\xe9partementale',19.8,11771,12432
14097,Nationale,4.9,11772,11778
14100,Autoroute,4.0,11774,11986
14104,Nationale,5.4,11778,11792
14105,b'D\xe9partementale',1.8,11778,11881
14108,b'D\xe9partementale',1.0,11781,11784
14109,b'D\xe9partementale',2.1,11781,11813
14112,b'D\xe9partementale',9.8,11784,11943
14113,b'D\xe9partementale',1.8,11784,11866
14114,b'D\xe9partementale',0.3,11785,11802
14115,b'D\xe9partementale',1.5,11785,11808
14122,b'D\xe9partementale',17.1,11998,11839
14124,b'D\xe9partementale',6.6,11794,12183
14125,b'D\xe9partementale',0.1,11795,11800
14129,b'D\xe9partementale',5.5,11800,11979
14130,b'D\xe9partementale',15.100000000000001,11800,12508
14132,b'D\xe9partementale',1.7,11802,11905
14138,b'D\xe9partementale',8.600000000000001,11808,11927
14139,b'D\xe9partementale',2.0,11808,11905
14141,b'D\xe9partementale',12.099999999999998,11810,12472
14142,b'D\xe9partementale',18.8,11810,12045
14143,b'D\xe9partementale',10.0,11810,12197
14144,b'D\xe9partementale',1.2,11811,11875
14146,b'D\xe9partementale',1.0,11813,11850
14147,b'D\xe9partementale',13.399999999999999,11813,12006
14148,b'D\xe9partementale',0.3,11814,11832
14149,Sans objet,0.7,11814,11841
14150,b'D\xe9partementale',2.0,11815,11906
14152,b'D\xe9partementale',0.8,11817,11860
14155,b'D\xe9partementale',5.3,11819,12043
14158,b'D\xe9partementale',8.399999999999999,11822,12219
14166,b'D\xe9partementale',14.6,11830,12027
14167,b'D\xe9partementale',12.0,11830,12486
14169,b'D\xe9partementale',0.3,11832,11848
14170,b'D\xe9partementale',2.2,11833,11879
14171,b'D\xe9partementale',13.4,11833,12468
14173,b'D\xe9partementale',8.4,11836,11873
14174,Nationale,4.8,11836,12064
14175,b'D\xe9partementale',6.2,11837,11911
14176,b'D\xe9partementale',12.3,11837,12140
14179,b'D\xe9partementale',1.3,11839,11906
14180,b'D\xe9partementale',0.6,11840,11857
14181,Sans objet,1.0,11840,11896
14182,b'D\xe9partementale',0.5,11841,11859
14186,b'D\xe9partementale',2.0,11846,11871
14187,Nationale,7.699999999999999,11846,11967
14189,b'D\xe9partementale',0.3,11848,11859
14190,b'D\xe9partementale',0.7,11848,11878
14192,b'D\xe9partementale',1.5,11850,11866
14193,b'D\xe9partementale',21.0,11850,12931
14200,b'D\xe9partementale',0.4,11857,11877
14201,b'D\xe9partementale',9.0,11858,11894
14203,b'D\xe9partementale',0.2,11859,11867
14204,b'D\xe9partementale',5.5,11860,12079
14209,b'D\xe9partementale',1.3,11884,11870
14211,b'D\xe9partementale',13.1,11866,12418
14212,b'D\xe9partementale',0.3,11867,11874
14213,b'D\xe9partementale',0.5,11867,11900
14215,b'D\xe9partementale',0.3,11869,11871
14216,b'D\xe9partementale',23.2,11869,12704
14217,b'D\xe9partementale',0.8,11870,11911
14218,b'D\xe9partementale',10.3,11871,11967
14221,Sans objet,0.5,11874,11900
14222,b'D\xe9partementale',19.9,11874,12072
14223,b'D\xe9partementale',0.4,11875,11892
14224,b'D\xe9partementale',16.099999999999998,11875,12239
14226,b'D\xe9partementale',3.8,11877,12045
14227,b'D\xe9partementale',0.8,11877,11922
14228,b'D\xe9partementale',24.8,11878,12077
14229,b'D\xe9partementale',12.1,11878,12384
14230,b'D\xe9partementale',11.1,11879,11921
14231,b'D\xe9partementale',22.099999999999998,11879,12681
14233,b'D\xe9partementale',5.3999999999999995,11881,12122
14234,b'D\xe9partementale',20.0,11881,12391
14235,b'D\xe9partementale',22.1,11882,12506
14236,Nationale,12.700000000000001,11882,12461
14238,b'D\xe9partementale',0.9,11884,11937
14246,b'D\xe9partementale',0.8,11892,11919
14247,b'D\xe9partementale',9.399999999999999,11892,12142
14250,b'D\xe9partementale',4.1,11896,11903
14251,Sans objet,0.9,11896,11922
14252,b'D\xe9partementale',5.3999999999999995,11897,11931
14253,b'D\xe9partementale',15.4,11897,11951
14254,b'D\xe9partementale',16.8,11897,12681
14257,b'D\xe9partementale',22.599999999999998,11900,12865
14260,Sans objet,0.8,11903,11949
14262,b'D\xe9partementale',11.3,11905,12353
14263,b'D\xe9partementale',10.600000000000001,11906,12432
14268,b'D\xe9partementale',1.1,11911,11926
14269,b'D\xe9partementale',0.8,11911,11954
14270,b'D\xe9partementale',5.0,11912,12149
14271,Nationale,2.5,11912,12027
14279,b'D\xe9partementale',0.4,11919,11941
14280,b'D\xe9partementale',0.8,11919,11963
14283,b'D\xe9partementale',2.2,11922,12048
14284,Nationale,4.3,11923,12066
14285,Sans objet,3.3,11923,12077
14288,b'D\xe9partementale',0.1,11926,11929
14289,b'D\xe9partementale',0.9,11926,11954
14291,b'D\xe9partementale',0.9,11929,11937
14292,b'D\xe9partementale',0.8,11929,11976
14299,b'D\xe9partementale',5.3,11937,11938
14303,b'D\xe9partementale',0.8,11941,11966
14304,b'D\xe9partementale',19.499999999999996,11941,12690
14310,Autoroute,24.9,11949,12587
14315,b'D\xe9partementale',1.2,11954,11976
14316,b'D\xe9partementale',22.1,11954,12921
14325,Sans objet,0.1,11963,11966
14326,b'D\xe9partementale',19.0,11963,12833
14329,b'D\xe9partementale',21.3,11966,13146
14330,Nationale,5.1,11967,12035
14331,Autoroute,34.1,11968,12694
14332,b'D\xe9partementale',19.2,11968,13011
14340,b'D\xe9partementale',10.4,11976,12418
14342,b'D\xe9partementale',17.0,11978,12228
14343,b'D\xe9partementale',15.4,11978,12065
14350,b'D\xe9partementale',1.3,11986,12054
14351,Autoroute,3.8,11986,12138
14352,b'D\xe9partementale',1.0,11987,12038
14353,Sans objet,1.8,11987,12046
14356,b'D\xe9partementale',6.1000000000000005,11990,12236
14364,Nationale,20.8,12015,12038
14366,b'D\xe9partementale',8.1,11998,12412
14374,b'D\xe9partementale',4.3,12006,12118
14375,b'D\xe9partementale',12.2,12006,12554
14380,b'D\xe9partementale',1.9,12012,12112
14383,Nationale,0.7,12015,12016
14384,b'D\xe9partementale',1.9,12015,12089
14385,Nationale,1.1,12016,12066
14387,b'D\xe9partementale',2.7,12018,12084
14388,b'D\xe9partementale',14.9,12018,12254
14392,b'D\xe9partementale',1.8,12085,12023
14394,b'D\xe9partementale',6.000000000000001,12023,12145
14395,Nationale,2.5,12023,12172
14399,b'D\xe9partementale',3.7,12027,12149
14400,Nationale,6.9,12027,12316
14402,Nationale,10.200000000000001,12032,12254
14405,Nationale,0.2,12031,12033
14407,b'D\xe9partementale',14.200000000000001,12031,12553
14408,Nationale,3.8,12032,12200
14409,Nationale,0.4,12033,12046
14411,Nationale,2.6,12035,12086
14412,b'D\xe9partementale',16.2,12035,12876
14414,Nationale,1.3,12038,12047
14415,b'D\xe9partementale',1.3,12038,12083
14420,b'D\xe9partementale',1.1,12043,12085
14421,b'D\xe9partementale',15.2,12043,12353
14423,b'D\xe9partementale',2.0,12045,12048
14424,b'D\xe9partementale',7.300000000000001,12045,12261
14425,Nationale,0.2,12046,12047
14426,Sans objet,0.9,12047,12083
14427,b'D\xe9partementale',20.9,12048,12492
14428,b'D\xe9partementale',16.9,12048,12773
14429,b'D\xe9partementale',2.9,12049,12182
14430,Sans objet,1.9,12050,12120
14431,b'D\xe9partementale',2.6,12051,12071
14432,b'D\xe9partementale',5.6,12051,12308
14435,b'D\xe9partementale',1.4,12054,12119
14445,Sans objet,0.5,12064,12082
14446,Nationale,5.1,12064,12251
14447,b'D\xe9partementale',13.2,12065,12699
14448,b'D\xe9partementale',1.9,12066,12077
14449,Nationale,0.6,12066,12089
14455,b'D\xe9partementale',15.000000000000002,12119,12215
14460,b'D\xe9partementale',2.5,12077,12123
14461,Nationale,3.1,12077,12193
14463,b'D\xe9partementale',3.0,12079,12118
14464,b'D\xe9partementale',1.7,12079,12169
14467,b'D\xe9partementale',3.0,12082,12160
14468,b'D\xe9partementale',22.299999999999997,12082,12518
14469,b'D\xe9partementale',21.0,12083,13201
14470,b'D\xe9partementale',2.7,12084,12170
14471,b'D\xe9partementale',0.9,12084,12138
14472,b'D\xe9partementale',0.1,12085,12090
14473,Nationale,17.1,12086,12222
14476,Nationale,1.5,12089,12177
14477,b'D\xe9partementale',1.5,12090,12172
14478,b'D\xe9partementale',10.2,12090,12550
14491,Nationale,4.8,12103,12287
14492,b'D\xe9partementale',7.9,12103,12355
14500,b'D\xe9partementale',11.3,12111,12555
14501,b'D\xe9partementale',17.0,12111,12960
14502,b'D\xe9partementale',3.4,12112,12114
14503,b'D\xe9partementale',4.5,12112,12296
14504,b'D\xe9partementale',0.5,12112,12148
14506,b'D\xe9partementale',0.9,12114,12120
14507,b'D\xe9partementale',2.2,12114,12121
14511,b'D\xe9partementale',15.5,12117,12669
14512,b'D\xe9partementale',2.1,12118,12169
14513,b'D\xe9partementale',2.8,12118,12247
14514,b'D\xe9partementale',0.9,12119,12170
14515,Sans objet,1.0,12120,12121
14516,b'D\xe9partementale',14.3,12121,12248
14517,b'D\xe9partementale',14.0,12122,12643
14518,b'D\xe9partementale',9.299999999999999,12122,12499
14519,b'D\xe9partementale',14.6,12123,12384
14520,b'D\xe9partementale',19.8,12123,12991
14532,b'D\xe9partementale',9.8,12163,12244
14536,b'D\xe9partementale',2.1,12138,12227
14537,Autoroute,6.1,12138,12459
14539,b'D\xe9partementale',3.5,12140,12205
14540,Autoroute,12.9,12140,12811
14542,b'D\xe9partementale',13.600000000000001,12142,12454
14543,b'D\xe9partementale',0.7,12143,12185
14544,Autoroute,8.2,12143,12378
14547,b'D\xe9partementale',17.4,12146,12793
14548,b'D\xe9partementale',7.6,12146,12323
14550,b'D\xe9partementale',7.800000000000001,12148,12196
14551,b'D\xe9partementale',2.9000000000000004,12148,12285
14552,b'D\xe9partementale',5.1,12149,12417
14562,b'D\xe9partementale',1.8,12160,12251
14563,b'D\xe9partementale',3.8,12160,12243
14568,b'D\xe9partementale',0.8,12165,12185
14569,Sans objet,4.5,12165,12300
14572,b'D\xe9partementale',0.2,12169,12176
14573,b'D\xe9partementale',1.3,12170,12227
14574,b'D\xe9partementale',2.0,12170,12241
14576,b'D\xe9partementale',12.5,12172,12626
14577,Nationale,9.1,12172,12550
14579,b'D\xe9partementale',0.9,12174,12222
14581,b'D\xe9partementale',19.8,12176,12354
14582,b'D\xe9partementale',1.7,12176,12247
14583,Nationale,0.8,12177,12193
14584,Nationale,2.8,12177,12309
14589,b'D\xe9partementale',4.4,12182,12259
14590,b'D\xe9partementale',2.0,12182,12275
14591,b'D\xe9partementale',3.6,12183,12226
14592,b'D\xe9partementale',1.7,12183,12228
14593,b'D\xe9partementale',3.5,12183,12357
14595,b'D\xe9partementale',8.4,12185,12378
14596,b'D\xe9partementale',4.9,12185,12300
14604,Sans objet,2.6,12193,12309
14608,b'D\xe9partementale',2.8,12197,12317
14609,Autoroute,8.3,12197,12472
14612,Nationale,2.9,12200,12243
14613,b'D\xe9partementale',2.8,12200,12286
14618,b'D\xe9partementale',8.9,12205,12637
14619,b'D\xe9partementale',5.9,12205,12308
14629,b'D\xe9partementale',10.5,12215,12640
14633,b'D\xe9partementale',5.800000000000001,12219,12449
14637,Nationale,2.3,12222,12295
14638,Sans objet,2.7,12222,12343
14642,b'D\xe9partementale',1.9,12226,12236
14643,b'D\xe9partementale',3.3,12226,12380
14644,b'D\xe9partementale',1.7,12227,12241
14645,b'D\xe9partementale',5.1,12227,12459
14646,b'D\xe9partementale',1.2,12228,12277
14648,Sans objet,0.2,12230,12238
14649,b'D\xe9partementale',3.5,12230,12391
14650,b'D\xe9partementale',4.1,12231,12239
14656,b'D\xe9partementale',3.0,12236,12383
14657,b'D\xe9partementale',4.3,12236,12407
14659,Nationale,2.6,12238,12367
14660,Autoroute,10.4,12239,12690
14662,b'D\xe9partementale',11.0,12241,12640
14664,Nationale,3.0,12243,12251
14667,b'D\xe9partementale',2.7,12247,12314
14668,b'D\xe9partementale',11.4,12247,12554
14670,b'D\xe9partementale',14.200000000000001,12307,12271
14672,b'D\xe9partementale',8.7,12251,12666
14675,b'D\xe9partementale',1.0,12254,12293
14680,b'D\xe9partementale',3.9,12259,12275
14681,b'D\xe9partementale',12.6,12259,12499
14682,b'D\xe9partementale',14.7,12259,12953
14684,b'D\xe9partementale',0.2,12261,12267
14687,Nationale,13.5,12411,12351
14691,b'D\xe9partementale',11.9,12267,12581
14692,b'D\xe9partementale',11.0,12267,12773
14697,Sans objet,0.9,12272,12303
14699,b'D\xe9partementale',14.7,12275,12310
14700,b'D\xe9partementale',12.399999999999999,12275,12846
14702,b'D\xe9partementale',2.9,12277,12419
14703,Sans objet,2.4,12277,12371
14707,b'D\xe9partementale',0.1,12281,12287
14711,b'D\xe9partementale',1.5,12285,12296
14712,b'D\xe9partementale',16.099999999999998,12285,12809
14713,b'D\xe9partementale',12.8,12287,12784
14714,b'D\xe9partementale',15.700000000000001,12287,13120
14716,b'D\xe9partementale',13.899999999999999,12289,12634
14717,Nationale,16.1,12289,12954
14721,b'D\xe9partementale',0.5,12293,12307
14722,b'D\xe9partementale',19.5,12293,12580
14724,b'D\xe9partementale',1.7,12295,12382
14725,Nationale,12.700000000000001,12295,12396
14726,b'D\xe9partementale',8.7,12296,12630
14730,b'D\xe9partementale',16.3,12300,12993
14733,b'D\xe9partementale',1.6,12303,12372
14734,b'D\xe9partementale',4.7,12303,12330
14738,b'D\xe9partementale',18.3,12307,12798
14739,b'D\xe9partementale',10.8,12308,12778
14740,b'D\xe9partementale',17.0,12308,12872
14741,b'D\xe9partementale',15.299999999999999,12309,13136
14742,Nationale,20.0,12309,13250
14743,b'D\xe9partementale',18.7,12310,12842
14744,b'D\xe9partementale',15.2,12310,12846
14748,b'D\xe9partementale',18.5,12314,12694
14749,b'D\xe9partementale',22.9,12314,13331
14751,Nationale,10.7,12316,12486
14752,Nationale,7.800000000000001,12316,12417
14753,b'D\xe9partementale',0.3,12317,12328
14754,b'D\xe9partementale',12.3,12317,12605
14758,b'D\xe9partementale',6.7,12321,12325
14759,Nationale,7.300000000000001,12321,12325
14760,Nationale,4.3,12321,12462
14766,Nationale,5.2,12325,12352
14769,b'D\xe9partementale',10.2,12328,12390
14770,b'D\xe9partementale',15.0,12328,13010
14771,b'D\xe9partementale',0.7,12329,12334
14772,b'D\xe9partementale',0.5,12329,12351
14776,b'D\xe9partementale',1.3,12334,12352
14779,b'D\xe9partementale',9.799999999999999,12399,12346
14785,Sans objet,1.1,12343,12382
14786,Sans objet,2.7,12343,12465
14788,b'D\xe9partementale',0.1,12346,12347
14789,b'D\xe9partementale',11.6,12346,12890
14793,Nationale,2.0,12351,12352
14794,b'D\xe9partementale',14.899999999999999,12351,12895
14795,b'D\xe9partementale',16.2,12352,13073
14796,b'D\xe9partementale',5.300000000000001,12353,12413
14797,b'D\xe9partementale',8.700000000000001,12353,12703
14798,b'D\xe9partementale',0.4,12354,12356
14799,b'D\xe9partementale',7.0,12355,12434
14800,b'D\xe9partementale',8.8,12355,12784
14801,b'D\xe9partementale',7.0,12356,12423
14802,b'D\xe9partementale',12.6,12356,12857
14803,b'D\xe9partementale',0.4,12357,12369
14804,b'D\xe9partementale',0.6,12357,12371
14814,b'D\xe9partementale',2.3,12367,12391
14815,Nationale,8.9,12367,12731
14816,b'D\xe9partementale',1.0,12380,12369
14818,b'D\xe9partementale',2.0,12369,12439
14820,b'D\xe9partementale',3.0,12371,12419
14821,Sans objet,2.5,12371,12469
14822,b'D\xe9partementale',13.0,12372,12822
14823,b'D\xe9partementale',19.6,12372,12615
14829,Autoroute,7.800000000000001,12378,12641
14831,b'D\xe9partementale',0.7999999999999999,12380,12407
14833,b'D\xe9partementale',2.4,12382,12465
14834,b'D\xe9partementale',8.1,12382,12617
14835,b'D\xe9partementale',1.4,12383,12447
14836,b'D\xe9partementale',4.6,12383,12473
14837,b'D\xe9partementale',0.8,12384,12426
14843,b'D\xe9partementale',1.3,12390,12420
14844,b'D\xe9partementale',10.9,12391,12731
14858,b'D\xe9partementale',13.799999999999999,12452,12449
14860,b'D\xe9partementale',4.2,12446,12413
14862,b'D\xe9partementale',0.4,12407,12429
14866,Sans objet,6.4,12412,12685
14867,b'D\xe9partementale',6.4,12412,12720
14868,b'D\xe9partementale',12.2,12413,12760
14872,Nationale,2.6,12417,12462
14873,b'D\xe9partementale',11.2,12418,12966
14874,b'D\xe9partementale',17.5,12418,12933
14875,b'D\xe9partementale',2.2,12419,12467
14876,b'D\xe9partementale',5.7,12419,12657
14877,b'D\xe9partementale',1.1,12420,12451
14878,b'D\xe9partementale',12.099999999999998,12420,13010
14883,b'D\xe9partementale',20.599999999999998,12426,12875
14884,b'D\xe9partementale',11.399999999999999,12426,12991
14887,b'D\xe9partementale',2.4000000000000004,12429,12447
14888,b'D\xe9partementale',0.8,12429,12439
14891,b'D\xe9partementale',6.1,12432,12705
14893,b'D\xe9partementale',2.6,12434,12470
14894,b'D\xe9partementale',12.299999999999999,12434,13124
14897,b'D\xe9partementale',11.399999999999999,12461,12468
14900,b'D\xe9partementale',0.7,12439,12469
14901,b'D\xe9partementale',5.800000000000001,12518,12445
14908,b'D\xe9partementale',2.8,12447,12556
14910,b'D\xe9partementale',0.9,12449,12451
14912,b'D\xe9partementale',17.0,12451,13186
14915,b'D\xe9partementale',14.700000000000001,12454,12835
14916,b'D\xe9partementale',7.0,12454,12539
14921,Nationale,2.9,12459,12597
14923,Nationale,7.9,12461,12845
14924,b'D\xe9partementale',4.3,12462,12651
14927,b'D\xe9partementale',13.299999999999999,12465,12718
14928,b'D\xe9partementale',17.700000000000003,12465,13287
14930,b'D\xe9partementale',21.9,12467,12724
14931,Autoroute,6.6,12467,12803
14932,b'D\xe9partementale',9.1,12468,12758
14933,b'D\xe9partementale',0.0,12469,12471
14934,b'D\xe9partementale',2.6999999999999997,12471,12556
14935,b'D\xe9partementale',3.1,12471,12613
14936,b'D\xe9partementale',1.5,12472,12538
14937,Autoroute,3.1,12472,12564
14938,Sans objet,2.5,12473,12551
