id_route,type_route,distance,id_noeud1,id_noeud2
1,Sans objet,2.5,1,6
3,Sans objet,6.6000000000000005,3,6
6,b'D\xe9partementale',10.7,6,15
7,b'D\xe9partementale',2.4,6,9
9,Autoroute,2.6,8,9
10,b'D\xe9partementale',7.2,9,36
11,Autoroute,11.6,9,23
17,b'D\xe9partementale',4.0,15,18
18,b'D\xe9partementale',1.9,15,23
21,b'D\xe9partementale',3.3,18,24
22,b'D\xe9partementale',1.8,18,25
23,Sans objet,3.8,19,34
27,Autoroute,3.9,23,25
28,b'D\xe9partementale',5.800000000000001,23,50
29,b'D\xe9partementale',6.1,24,33
30,b'D\xe9partementale',1.2,24,31
31,Nationale,10.5,25,81
32,Autoroute,2.6,25,31
38,Autoroute,6.2,31,47
39,b'D\xe9partementale',3.3,32,33
40,Sans objet,3.8,32,40
41,b'D\xe9partementale',1.8,32,42
42,Nationale,0.4,33,34
43,Nationale,2.5,34,47
45,b'D\xe9partementale',7.700000000000001,36,98
46,b'D\xe9partementale',10.6,36,51
47,b'D\xe9partementale',1.9000000000000001,41,39
49,b'D\xe9partementale',5.0,43,39
51,b'D\xe9partementale',3.8,39,42
54,b'D\xe9partementale',4.0,42,59
55,b'D\xe9partementale',5.3,43,93
56,b'D\xe9partementale',6.2,43,72
58,Sans objet,5.9,46,88
59,b'D\xe9partementale',2.8,47,71
60,Autoroute,3.4,47,59
63,b'D\xe9partementale',8.9,50,66
64,b'D\xe9partementale',0.1,50,51
65,b'D\xe9partementale',1.1,51,57
68,b'D\xe9partementale',12.2,57,98
71,Sans objet,3.2,70,58
73,b'D\xe9partementale',1.7,57,81
74,b'D\xe9partementale',1.7000000000000002,58,75
75,b'D\xe9partementale',16.1,58,124
76,Autoroute,10.0,59,93
77,b'D\xe9partementale',1.9,59,79
81,b'D\xe9partementale',7.0,71,65
88,Sans objet,1.1,70,75
89,Sans objet,1.0,70,78
90,b'D\xe9partementale',2.1,71,79
91,b'D\xe9partementale',2.2,71,96
92,Sans objet,6.8999999999999995,72,78
93,b'D\xe9partementale',1.4,72,89
96,Sans objet,6.1000000000000005,75,106
97,b'D\xe9partementale',0.8,75,85
100,b'D\xe9partementale',2.1,78,92
101,b'D\xe9partementale',0.6,79,83
103,Autoroute,16.0,81,146
104,b'D\xe9partementale',1.1,81,91
106,b'D\xe9partementale',2.3,83,96
107,b'D\xe9partementale',12.4,83,130
109,Autoroute,3.9,85,92
110,b'D\xe9partementale',11.0,85,135
111,Autoroute,5.3,85,106
114,Autoroute,4.5,88,89
115,Autoroute,1.1,88,92
116,Autoroute,17.6,88,159
117,Autoroute,5.9,89,93
119,b'D\xe9partementale',10.4,91,134
120,b'D\xe9partementale',16.400000000000002,91,187
121,b'D\xe9partementale',11.8,92,137
122,b'D\xe9partementale',5.9,93,125
125,b'D\xe9partementale',12.3,96,134
126,b'D\xe9partementale',17.900000000000002,96,210
128,b'D\xe9partementale',6.9,98,121
129,b'D\xe9partementale',10.1,98,146
137,Autoroute,11.8,106,152
154,b'D\xe9partementale',16.0,124,209
155,b'D\xe9partementale',7.4,124,152
156,b'D\xe9partementale',2.0,125,126
157,b'D\xe9partementale',8.0,125,139
165,b'D\xe9partementale',12.5,134,183
166,b'D\xe9partementale',16.6,134,239
167,b'D\xe9partementale',14.599999999999998,135,156
168,b'D\xe9partementale',7.6,135,137
170,b'D\xe9partementale',0.5,137,139
172,b'D\xe9partementale',6.699999999999999,139,157
173,b'D\xe9partementale',17.5,139,248
180,Autoroute,3.9,146,175
181,b'D\xe9partementale',3.6,146,177
182,Sans objet,4.9,147,170
187,b'D\xe9partementale',1.7999999999999998,152,155
188,Autoroute,2.3,152,171
192,Sans objet,0.2,157,159
193,b'D\xe9partementale',10.6,157,210
195,Autoroute,14.0,159,322
197,b'D\xe9partementale',1.4,161,170
200,Sans objet,4.0,164,204
202,b'D\xe9partementale',13.7,171,253
207,b'D\xe9partementale',4.2,170,175
208,Autoroute,5.5,171,216
212,b'D\xe9partementale',0.5,175,178
213,Autoroute,9.4,175,255
214,b'D\xe9partementale',0.0,176,177
215,b'D\xe9partementale',0.8,176,178
216,b'D\xe9partementale',0.7,176,182
217,b'D\xe9partementale',6.0,177,187
218,b'D\xe9partementale',0.8,178,182
221,b'D\xe9partementale',4.2,220,182
223,b'D\xe9partementale',4.8,182,233
224,b'D\xe9partementale',2.3000000000000003,183,187
225,b'D\xe9partementale',13.6,183,279
230,b'D\xe9partementale',5.4,187,220
235,Sans objet,7.8,193,264
246,Sans objet,5.5,204,232
247,b'D\xe9partementale',3.1,204,227
252,b'D\xe9partementale',3.0,209,216
253,b'D\xe9partementale',3.5,209,240
254,Sans objet,3.0,210,231
255,b'D\xe9partementale',3.2,210,237
256,Sans objet,16.5,223,387
262,Autoroute,3.1,216,242
264,Sans objet,3.9,218,234
266,b'D\xe9partementale',2.7,220,233
267,b'D\xe9partementale',3.9,220,262
270,b'D\xe9partementale',2.6,223,244
271,b'D\xe9partementale',3.3,223,232
275,b'D\xe9partementale',6.5,227,365
276,b'D\xe9partementale',2.5,227,251
277,Sans objet,3.9,228,254
280,Sans objet,0.8,231,237
281,b'D\xe9partementale',1.8,231,239
282,Sans objet,4.3,232,244
283,b'D\xe9partementale',0.7,233,235
284,Autoroute,1.7,234,251
285,Sans objet,2.2,234,254
286,b'D\xe9partementale',5.5,235,255
287,b'D\xe9partementale',3.8,235,302
289,b'D\xe9partementale',5.4,237,322
290,b'D\xe9partementale',3.4,237,266
292,Sans objet,1.8,239,258
293,b'D\xe9partementale',2.2,240,241
294,b'D\xe9partementale',3.3000000000000003,240,307
295,b'D\xe9partementale',0.0,241,242
296,b'D\xe9partementale',2.5,241,281
297,Autoroute,3.0,242,282
299,b'D\xe9partementale',7.0,244,312
303,Nationale,3.9,248,253
304,Nationale,17.5,248,366
307,b'D\xe9partementale',1.6,251,275
308,Autoroute,3.6,251,333
310,Nationale,11.4,253,282
311,b'D\xe9partementale',9.9,253,440
312,Sans objet,1.2,254,270
313,b'D\xe9partementale',3.6,255,268
314,Autoroute,1.7,255,285
317,b'D\xe9partementale',0.4,258,266
318,Sans objet,2.2,258,269
322,b'D\xe9partementale',1.7,262,289
323,b'D\xe9partementale',1.6,262,314
324,b'D\xe9partementale',3.0,262,310
326,b'D\xe9partementale',0.7,264,268
327,b'D\xe9partementale',1.4,264,301
329,b'D\xe9partementale',1.3,266,284
330,b'D\xe9partementale',3.5,266,348
332,b'D\xe9partementale',2.3,268,285
333,b'D\xe9partementale',0.6,269,273
334,b'D\xe9partementale',1.3,269,304
335,b'D\xe9partementale',0.4,270,275
336,b'D\xe9partementale',4.6,270,338
337,Sans objet,2.6,270,338
338,Sans objet,6.7,271,419
340,b'D\xe9partementale',3.0999999999999996,273,279
341,b'D\xe9partementale',0.4,273,283
343,b'D\xe9partementale',2.2,275,316
347,b'D\xe9partementale',2.8000000000000003,279,300
348,b'D\xe9partementale',2.5,279,336
350,Nationale,1.0,281,287
351,Sans objet,1.4,281,307
352,Nationale,1.3,282,287
353,Autoroute,0.7,282,309
354,b'D\xe9partementale',1.2,283,319
355,Sans objet,2.4,283,336
356,b'D\xe9partementale',1.7,284,319
357,Sans objet,0.6,284,304
358,b'D\xe9partementale',4.7,285,302
359,Autoroute,3.8,285,328
361,b'D\xe9partementale',1.2,287,309
363,b'D\xe9partementale',4.5,289,302
364,Sans objet,1.9,289,314
369,b'D\xe9partementale',12.7,294,310
373,Nationale,0.9,297,318
376,b'D\xe9partementale',1.1,301,328
377,b'D\xe9partementale',4.4,301,332
379,b'D\xe9partementale',12.600000000000001,302,506
381,Sans objet,1.1,304,327
382,b'D\xe9partementale',4.1,304,348
384,b'D\xe9partementale',0.1,307,308
385,b'D\xe9partementale',2.4,307,362
386,b'D\xe9partementale',0.6,308,318
387,b'D\xe9partementale',2.1,308,358
388,b'D\xe9partementale',14.8,309,440
389,Autoroute,1.9,309,347
390,Sans objet,2.4,310,359
392,b'D\xe9partementale',3.5,312,387
393,b'D\xe9partementale',7.1,312,393
395,Sans objet,1.4,314,334
396,Sans objet,0.7,315,332
397,b'D\xe9partementale',2.3,316,341
398,Sans objet,0.9,316,333
400,b'D\xe9partementale',15.600000000000001,318,554
401,Nationale,2.1,318,358
402,b'D\xe9partementale',0.7,319,327
403,b'D\xe9partementale',1.0,319,339
406,Nationale,0.1,322,323
407,Autoroute,8.3,322,438
408,b'D\xe9partementale',1.2,323,345
409,Nationale,6.6,323,366
413,b'D\xe9partementale',1.3,327,353
414,Autoroute,8.0,328,417
417,Sans objet,7.5,331,402
418,b'D\xe9partementale',3.9,332,386
419,Autoroute,4.2,333,415
420,b'D\xe9partementale',1.1,334,359
421,b'D\xe9partementale',18.2,334,508
423,b'D\xe9partementale',1.6,336,339
424,b'D\xe9partementale',11.1,336,517
426,Sans objet,0.1,338,341
428,Sans objet,1.3,339,353
430,Sans objet,0.0,341,343
431,Sans objet,5.4,343,428
432,b'D\xe9partementale',1.5,343,379
434,b'D\xe9partementale',6.0,345,366
435,b'D\xe9partementale',2.1,345,364
437,Nationale,2.1,347,375
438,Autoroute,5.0,347,430
439,b'D\xe9partementale',4.7,348,355
440,b'D\xe9partementale',8.799999999999999,348,487
445,Sans objet,6.1,353,448
450,Nationale,0.2,358,362
451,b'D\xe9partementale',0.8999999999999999,358,380
452,b'D\xe9partementale',2.9,359,407
455,Nationale,0.6,362,375
457,b'D\xe9partementale',3.1000000000000005,365,418
458,b'D\xe9partementale',5.9,365,421
467,Nationale,0.3,375,380
468,b'D\xe9partementale',1.7000000000000002,375,397
472,b'D\xe9partementale',2.8,379,402
473,b'D\xe9partementale',3.7,379,427
474,b'D\xe9partementale',1.6,380,397
480,b'D\xe9partementale',2.0,386,417
481,b'D\xe9partementale',3.1,386,419
482,b'D\xe9partementale',3.7,387,446
488,b'D\xe9partementale',2.2,393,421
489,b'D\xe9partementale',6.999999999999999,393,497
494,b'D\xe9partementale',0.5,397,403
498,b'D\xe9partementale',8.600000000000001,402,499
499,b'D\xe9partementale',5.9,402,455
500,b'D\xe9partementale',8.4,403,554
501,b'D\xe9partementale',2.6,403,430
505,b'D\xe9partementale',8.5,407,556
506,b'D\xe9partementale',11.1,407,517
514,b'D\xe9partementale',1.9,415,418
515,Sans objet,1.1,415,427
516,Autoroute,0.6,415,428
518,Autoroute,4.7,417,465
519,b'D\xe9partementale',9.7,417,512
520,b'D\xe9partementale',2.8,418,429
521,b'D\xe9partementale',4.2,418,495
522,b'D\xe9partementale',2.3,419,449
523,b'D\xe9partementale',2.7,419,446
525,b'D\xe9partementale',0.7,421,429
531,b'D\xe9partementale',1.3,427,445
532,Autoroute,1.0,428,445
533,b'D\xe9partementale',1.7,428,450
534,b'D\xe9partementale',3.8,429,498
535,b'D\xe9partementale',3.4,429,471
536,b'D\xe9partementale',7.0,430,505
537,Autoroute,7.3,430,564
545,Sans objet,1.0,438,448
546,Autoroute,20.900000000000002,438,665
548,b'D\xe9partementale',1.4,440,456
553,Autoroute,1.2,445,464
554,Nationale,1.7,445,474
555,Autoroute,1.2,445,464
556,b'D\xe9partementale',1.4,446,465
557,b'D\xe9partementale',5.5,446,507
559,b'D\xe9partementale',2.0,448,492
560,b'D\xe9partementale',13.4,449,631
561,b'D\xe9partementale',10.3,449,615
562,b'D\xe9partementale',2.5999999999999996,450,451
563,b'D\xe9partementale',3.3,450,510
568,b'D\xe9partementale',1.3,456,462
569,b'D\xe9partementale',7.7,456,505
575,b'D\xe9partementale',25.2,462,484
576,b'D\xe9partementale',15.5,462,676
578,Autoroute,0.1,464,466
579,Autoroute,5.699999999999999,465,539
580,Sans objet,0.7,466,474
581,Autoroute,2.5,466,491
586,b'D\xe9partementale',3.1,471,527
587,Nationale,3.1,471,497
590,Nationale,3.2,474,530
599,b'D\xe9partementale',7.199999999999999,489,487
602,b'D\xe9partementale',5.7,500,487
605,b'D\xe9partementale',12.6,487,656
608,b'D\xe9partementale',4.300000000000001,491,496
609,b'D\xe9partementale',4.0,491,572
610,Sans objet,0.7,492,500
611,b'D\xe9partementale',1.0,492,516
614,b'D\xe9partementale',1.7,495,498
615,Nationale,0.6,495,510
617,Nationale,0.5,497,507
618,b'D\xe9partementale',1.2000000000000002,498,520
619,b'D\xe9partementale',1.0,500,515
620,Sans objet,1.1,500,521
625,b'D\xe9partementale',9.7,505,560
626,b'D\xe9partementale',18.4,505,796
627,b'D\xe9partementale',0.1,506,508
628,b'D\xe9partementale',1.2,506,512
629,b'D\xe9partementale',2.0,507,539
631,Sans objet,2.5,508,537
632,Nationale,1.4,510,530
634,b'D\xe9partementale',0.8,512,528
637,b'D\xe9partementale',0.1,515,516
638,b'D\xe9partementale',1.2000000000000002,515,521
639,b'D\xe9partementale',0.6,516,525
640,b'D\xe9partementale',9.1,517,525
641,b'D\xe9partementale',4.4,517,598
644,b'D\xe9partementale',0.8,520,527
645,Sans objet,1.8000000000000003,520,540
646,b'D\xe9partementale',14.3,521,656
651,b'D\xe9partementale',19.4,525,759
652,b'D\xe9partementale',1.9000000000000001,527,552
653,b'D\xe9partementale',2.9,528,537
654,b'D\xe9partementale',7.0,528,631
656,Nationale,0.3,530,533
659,Sans objet,0.3,533,538
660,Nationale,1.7,533,566
664,b'D\xe9partementale',11.1,537,673
665,Sans objet,0.7,538,541
666,Nationale,4.2,538,574
667,Autoroute,0.9,539,548
675,Autoroute,1.5,548,569
676,Nationale,4.9,548,615
678,b'D\xe9partementale',11.5,598,556
681,Autoroute,4.9,552,555
682,Autoroute,2.7,552,567
684,b'D\xe9partementale',0.2,554,559
686,b'D\xe9partementale',7.0,556,634
687,b'D\xe9partementale',9.4,556,668
691,Sans objet,0.1,559,560
692,b'D\xe9partementale',12.399999999999999,559,726
693,Sans objet,1.5,560,564
695,b'D\xe9partementale',2.3,579,572
697,Sans objet,1.7,563,595
698,Autoroute,13.0,564,755
700,Autoroute,1.3,566,567
701,Autoroute,2.5,566,607
702,Sans objet,8.5,567,670
706,b'D\xe9partementale',0.8,572,574
707,b'D\xe9partementale',1.5,572,604
708,Sans objet,16.4,574,715
710,b'D\xe9partementale',10.799999999999999,576,582
720,Sans objet,1.2,587,599
721,Sans objet,1.2,588,599
729,Sans objet,6.7,597,673
730,b'D\xe9partementale',6.1000000000000005,598,643
731,Autoroute,8.600000000000001,599,609
736,Autoroute,1.8,604,607
737,Autoroute,1.1,604,609
740,Autoroute,2.0999999999999996,607,623
742,Autoroute,16.0,609,831
748,Nationale,9.1,615,672
749,b'D\xe9partementale',11.0,615,768
757,b'D\xe9partementale',1.7,623,646
758,Autoroute,4.800000000000001,623,677
766,b'D\xe9partementale',5.3,631,700
769,b'D\xe9partementale',6.000000000000001,634,703
770,Sans objet,0.5,634,647
779,b'D\xe9partementale',2.3000000000000003,643,647
780,Sans objet,2.2,643,665
783,b'D\xe9partementale',11.700000000000001,647,711
788,Sans objet,5.5,652,715
792,b'D\xe9partementale',10.6,656,709
793,b'D\xe9partementale',7.3,656,772
802,Autoroute,12.2,665,754
803,Sans objet,2.5,665,703
806,b'D\xe9partementale',3.0,668,681
807,b'D\xe9partementale',2.3,668,696
809,b'D\xe9partementale',0.7,670,677
810,b'D\xe9partementale',7.6000000000000005,670,766
812,b'D\xe9partementale',2.5,672,700
813,Nationale,3.1,672,722
814,b'D\xe9partementale',0.6,673,681
817,b'D\xe9partementale',14.7,676,803
818,b'D\xe9partementale',2.5,676,709
819,b'D\xe9partementale',5.5,677,731
820,Autoroute,8.6,677,801
824,Sans objet,1.1,681,696
825,b'D\xe9partementale',3.0,681,724
827,Sans objet,9.9,683,849
840,Sans objet,0.9,696,707
844,b'D\xe9partementale',1.0,700,721
847,b'D\xe9partementale',2.9,703,759
851,Sans objet,0.9,707,711
852,Sans objet,0.5,707,714
854,b'D\xe9partementale',17.1,709,958
856,b'D\xe9partementale',1.5,711,738
858,b'D\xe9partementale',2.8,713,739
859,b'D\xe9partementale',1.7,714,724
860,b'D\xe9partementale',2.1,714,758
861,b'D\xe9partementale',0.2,715,719
863,Sans objet,8.8,717,859
865,b'D\xe9partementale',14.4,719,875
866,b'D\xe9partementale',7.3999999999999995,719,831
868,b'D\xe9partementale',2.6,721,722
869,b'D\xe9partementale',7.1,721,748
870,Nationale,4.4,722,807
872,Sans objet,1.4,724,743
873,Sans objet,0.9,724,746
875,b'D\xe9partementale',3.4,726,755
876,b'D\xe9partementale',0.5,726,737
878,Sans objet,1.9,728,739
881,b'D\xe9partementale',11.1,731,926
882,b'D\xe9partementale',10.200000000000001,731,837
888,b'D\xe9partementale',2.0,737,739
889,b'D\xe9partementale',1.0,737,756
890,Sans objet,0.8,738,754
891,b'D\xe9partementale',0.5,738,750
894,b'D\xe9partementale',3.1,760,743
896,b'D\xe9partementale',0.6,743,746
897,b'D\xe9partementale',10.9,743,874
900,b'D\xe9partementale',1.7000000000000002,746,758
903,b'D\xe9partementale',4.0,783,750
905,b'D\xe9partementale',2.5999999999999996,750,787
906,b'D\xe9partementale',2.2,750,758
910,Autoroute,12.2,754,908
911,Autoroute,10.4,755,936
912,b'D\xe9partementale',6.8999999999999995,755,796
913,b'D\xe9partementale',11.4,756,951
914,b'D\xe9partementale',10.7,756,928
916,b'D\xe9partementale',3.3,758,808
917,b'D\xe9partementale',3.8,759,804
918,b'D\xe9partementale',4.6,759,813
924,b'D\xe9partementale',1.6,766,768
925,b'D\xe9partementale',1.2,766,778
926,Sans objet,2.7,766,801
928,b'D\xe9partementale',1.2,768,776
929,b'D\xe9partementale',1.1,768,778
933,b'D\xe9partementale',11.2,772,867
934,b'D\xe9partementale',11.8,772,958
938,b'D\xe9partementale',7.699999999999999,776,807
939,b'D\xe9partementale',2.2,776,811
941,b'D\xe9partementale',2.9,778,811
946,Sans objet,2.1,783,787
947,b'D\xe9partementale',2.8,783,809
951,b'D\xe9partementale',4.9,787,861
960,b'D\xe9partementale',0.3,796,803
965,b'D\xe9partementale',3.6,801,814
966,Autoroute,6.6,801,919
967,b'D\xe9partementale',12.5,867,804
969,b'D\xe9partementale',0.9,803,820
970,b'D\xe9partementale',9.700000000000001,804,981
973,Nationale,3.8,807,868
974,b'D\xe9partementale',5.9,808,903
975,b'D\xe9partementale',12.0,808,1008
976,b'D\xe9partementale',2.9000000000000004,809,834
977,Sans objet,3.3,809,862
979,Sans objet,0.1,811,814
980,b'D\xe9partementale',0.3,811,815
982,b'D\xe9partementale',7.8999999999999995,813,861
983,b'D\xe9partementale',2.7,813,834
984,b'D\xe9partementale',0.3,814,815
985,b'D\xe9partementale',7.4,815,895
990,b'D\xe9partementale',0.7,820,827
991,b'D\xe9partementale',3.8,820,864
998,Sans objet,1.7000000000000002,827,842
999,b'D\xe9partementale',22.099999999999998,827,1043
1003,b'D\xe9partementale',0.2,831,837
1004,Autoroute,9.1,831,878
1007,b'D\xe9partementale',2.9000000000000004,834,862
1008,b'D\xe9partementale',13.399999999999999,834,981
1011,Sans objet,12.400000000000002,837,1047
1012,b'D\xe9partementale',8.7,837,926
1017,b'D\xe9partementale',1.4,842,864
1018,b'D\xe9partementale',9.1,842,927
1025,b'D\xe9partementale',2.0,849,866
1026,b'D\xe9partementale',1.4,849,873
1028,b'D\xe9partementale',10.599999999999998,902,866
1037,b'D\xe9partementale',5.9,859,969
1038,b'D\xe9partementale',2.5999999999999996,859,905
1040,b'D\xe9partementale',9.700000000000001,861,903
1041,b'D\xe9partementale',10.1,862,1008
1043,b'D\xe9partementale',1.4,864,888
1045,b'D\xe9partementale',5.5,866,976
1046,b'D\xe9partementale',10.4,867,1022
1047,Autoroute,2.8,868,874
1048,Autoroute,1.7,868,895
1049,Sans objet,8.1,869,982
1053,b'D\xe9partementale',0.5,873,875
1054,Sans objet,4.6,873,943
1055,Autoroute,3.4,874,900
1056,Sans objet,4.2,874,921
1057,b'D\xe9partementale',3.5999999999999996,875,887
1060,b'D\xe9partementale',2.5,878,892
1061,Autoroute,5.3,878,943
1071,b'D\xe9partementale',1.0,888,912
1072,b'D\xe9partementale',23.1,888,1064
1078,Autoroute,1.0,895,918
1083,Autoroute,3.1,900,908
1084,b'D\xe9partementale',7.1,900,942
1087,b'D\xe9partementale',0.4,903,908
1088,b'D\xe9partementale',13.700000000000001,903,1182
1092,Autoroute,11.3,908,1106
1094,Autoroute,7.7,918,916
1097,b'D\xe9partementale',3.0,912,936
1098,b'D\xe9partementale',7.6,912,1069
1102,Autoroute,2.0,916,919
1103,b'D\xe9partementale',1.3,916,941
1105,Autoroute,0.9,918,921
1106,Autoroute,5.3,919,977
1107,Autoroute,1.6,919,959
1109,Autoroute,1.3,921,942
1110,Sans objet,9.0,921,945
1115,b'D\xe9partementale',4.0,926,995
1116,b'D\xe9partementale',0.2,927,928
1117,Sans objet,1.3,927,938
1118,b'D\xe9partementale',0.1,928,929
1119,b'D\xe9partementale',4.1,929,951
1120,b'D\xe9partementale',1.1,929,955
1127,b'D\xe9partementale',2.0,936,938
1128,Autoroute,19.5,936,1347
1130,b'D\xe9partementale',1.6,938,955
1133,Sans objet,2.7,941,959
1134,b'D\xe9partementale',0.1,941,944
1135,Autoroute,9.0,942,1106
1136,Autoroute,2.9,943,976
1137,b'D\xe9partementale',10.5,943,1168
1138,Sans objet,2.6,944,947
1139,b'D\xe9partementale',3.4,944,997
1145,b'D\xe9partementale',2.4,951,964
1146,b'D\xe9partementale',0.6,951,966
1150,b'D\xe9partementale',3.7,955,966
1151,b'D\xe9partementale',3.2,955,1013
1155,b'D\xe9partementale',4.3999999999999995,958,1030
1156,b'D\xe9partementale',4.3999999999999995,959,990
1157,Autoroute,2.3,959,996
1161,Sans objet,4.800000000000001,965,989
1162,b'D\xe9partementale',5.4,966,1013
1165,b'D\xe9partementale',2.8,969,982
1166,b'D\xe9partementale',5.0,969,1041
1173,Autoroute,6.5,976,1084
1174,Autoroute,5.8999999999999995,977,995
1175,b'D\xe9partementale',0.9,977,990
1179,b'D\xe9partementale',1.7,981,1000
1180,b'D\xe9partementale',2.1,982,989
1181,Autoroute,7.2,982,1113
1188,b'D\xe9partementale',6.0,989,1041
1189,b'D\xe9partementale',4.7,990,1071
1190,b'D\xe9partementale',5.5,990,1093
1193,Sans objet,4.3,997,996
1196,b'D\xe9partementale',4.3,995,1065
1197,Autoroute,1.8,995,1021
1198,Autoroute,8.100000000000001,996,1158
1199,b'D\xe9partementale',13.900000000000002,997,1215
1200,b'D\xe9partementale',16.300000000000004,1035,1036
1203,b'D\xe9partementale',1.7000000000000002,1000,1022
1204,Sans objet,5.1,1000,1066
1212,b'D\xe9partementale',6.2,1008,1128
1213,b'D\xe9partementale',11.0,1008,1185
1218,b'D\xe9partementale',1.0,1013,1033
1226,Autoroute,9.5,1021,1054
1227,Sans objet,3.6,1021,1099
1228,b'D\xe9partementale',0.1,1022,1028
1234,b'D\xe9partementale',0.2,1028,1029
1235,b'D\xe9partementale',5.3999999999999995,1028,1072
1236,b'D\xe9partementale',2.7,1029,1036
1237,b'D\xe9partementale',1.5,1029,1059
1238,b'D\xe9partementale',0.9,1030,1039
1239,b'D\xe9partementale',1.0,1030,1043
1242,b'D\xe9partementale',5.7,1033,1069
1243,b'D\xe9partementale',7.6,1033,1203
1245,b'D\xe9partementale',2.3,1035,1039
1246,b'D\xe9partementale',3.3,1035,1070
1247,b'D\xe9partementale',3.0999999999999996,1036,1059
1248,Sans objet,10.3,1037,1273
1250,b'D\xe9partementale',1.1,1039,1043
1251,b'D\xe9partementale',1.2,1039,1063
1253,Sans objet,3.1,1041,1078
1254,b'D\xe9partementale',3.7,1041,1113
1256,b'D\xe9partementale',0.2,1043,1051
1257,b'D\xe9partementale',1.9,1054,1047
1261,b'D\xe9partementale',3.4000000000000004,1047,1129
1265,b'D\xe9partementale',1.0,1051,1062
1266,Sans objet,0.7,1051,1064
1269,Autoroute,3.5,1054,1129
1272,Sans objet,10.299999999999999,1057,1241
1274,b'D\xe9partementale',5.2,1059,1072
1275,b'D\xe9partementale',10.700000000000001,1059,1290
1278,Sans objet,0.2,1062,1063
1279,b'D\xe9partementale',0.3,1062,1070
1280,b'D\xe9partementale',18.900000000000002,1063,1278
1281,b'D\xe9partementale',1.0,1064,1070
1282,b'D\xe9partementale',2.9000000000000004,1065,1099
1283,b'D\xe9partementale',0.9,1065,1077
1285,b'D\xe9partementale',12.9,1128,1072
1287,b'D\xe9partementale',12.1,1069,1340
1288,b'D\xe9partementale',15.0,1070,1369
1289,b'D\xe9partementale',0.7,1071,1077
1290,b'D\xe9partementale',2.0,1071,1093
1295,b'D\xe9partementale',3.0,1077,1139
1296,Sans objet,2.6,1078,1092
1297,Sans objet,0.9,1078,1095
1303,Sans objet,1.2,1084,1092
1304,Autoroute,1.4,1084,1125
1312,b'D\xe9partementale',1.8,1092,1125
1313,b'D\xe9partementale',3.8,1093,1150
1314,b'D\xe9partementale',5.7,1093,1161
1316,Sans objet,4.9,1095,1149
1317,Sans objet,2.5,1095,1142
1321,b'D\xe9partementale',2.5,1099,1139
1322,b'D\xe9partementale',8.2,1099,1157
1329,Autoroute,9.3,1106,1205
1330,b'D\xe9partementale',3.3,1106,1186
1337,Autoroute,2.2,1113,1145
1338,b'D\xe9partementale',1.9,1113,1149
1345,b'D\xe9partementale',8.2,1203,1124
1350,Autoroute,0.6,1125,1130
1351,b'D\xe9partementale',1.1,1125,1131
1354,b'D\xe9partementale',11.3,1128,1232
1355,b'D\xe9partementale',8.799999999999999,1128,1294
1356,b'D\xe9partementale',1.0,1129,1146
1357,Autoroute,6.9,1129,1184
1358,Autoroute,1.2,1130,1131
1359,Autoroute,2.0,1130,1142
1360,b'D\xe9partementale',2.8,1131,1179
1361,Autoroute,5.0,1131,1197
1367,Autoroute,2.8,1145,1142
1370,b'D\xe9partementale',0.7,1139,1150
1371,b'D\xe9partementale',1.7,1139,1178
1374,Sans objet,0.9,1142,1165
1377,b'D\xe9partementale',3.1,1145,1166
1378,b'D\xe9partementale',4.7,1146,1151
1379,b'D\xe9partementale',8.2,1146,1306
1380,b'D\xe9partementale',6.2,1146,1180
1383,b'D\xe9partementale',0.7,1149,1166
1384,b'D\xe9partementale',13.899999999999999,1150,1385
1385,b'D\xe9partementale',1.8,1150,1178
1390,b'D\xe9partementale',4.6,1160,1158
1393,b'D\xe9partementale',9.3,1158,1215
1394,Autoroute,2.5999999999999996,1158,1205
1400,b'D\xe9partementale',9.600000000000001,1165,1208
1401,b'D\xe9partementale',15.8,1165,1458
1402,b'D\xe9partementale',3.5,1166,1214
1404,b'D\xe9partementale',2.5,1168,1179
1405,b'D\xe9partementale',1.5,1168,1197
1406,b'D\xe9partementale',3.0,1168,1180
1411,Sans objet,3.5999999999999996,1173,1228
1416,Sans objet,3.4,1178,1226
1417,b'D\xe9partementale',3.0,1178,1226
1418,b'D\xe9partementale',2.0,1179,1204
1419,Sans objet,0.4,1180,1184
1421,Nationale,2.0,1182,1185
1422,Nationale,1.5,1182,1198
1423,b'D\xe9partementale',2.0,1182,1220
1425,Autoroute,2.4,1184,1231
1426,b'D\xe9partementale',3.0,1185,1229
1427,Nationale,2.4,1185,1232
1428,Nationale,1.7,1186,1220
1429,b'D\xe9partementale',0.6,1186,1198
1440,b'D\xe9partementale',0.3,1197,1204
1441,Autoroute,3.1,1197,1231
1442,b'D\xe9partementale',1.4,1198,1217
1444,Sans objet,2.5,1200,1223
1447,b'D\xe9partementale',6.2,1203,1327
1448,b'D\xe9partementale',2.4,1204,1234
1449,b'D\xe9partementale',4.8999999999999995,1204,1257
1450,Autoroute,19.200000000000003,1205,1437
1451,Autoroute,5.8,1205,1330
1458,b'D\xe9partementale',12.200000000000001,1241,1233
1461,Sans objet,5.2,1214,1341
1462,b'D\xe9partementale',2.6,1214,1238
1463,b'D\xe9partementale',1.3,1215,1217
